userName,score,at,content
Suprapmono Prapmono,5,2022-02-15 02:46:51,Oj
Lia Nurhayati,5,2022-02-15 02:45:23,Good job
Defi Rahmawati,1,2022-02-15 02:45:05,Sertifikat vaksin ke 1 dan ke 2 tidak muncul
jerry,1,2022-02-15 02:43:34,sertifikat vaksin ke2 belum juga muncul
Bambang Satriadi,5,2022-02-15 02:43:21,Mantab
Muhammad Yazid Zidan,4,2022-02-15 02:42:47,Good
Makassar 1818,5,2022-02-15 02:42:09,Makasi
Boedy chanel,5,2022-02-15 02:41:17,Sangat bersyukur dengan adanya vaksinasi terbebas dari virus yang telah menjadi momok untuk manusia
David Lim,5,2022-02-15 02:41:16,Sertifikat gak bisa muncul di aplikasi ini
Ahmad Syafi'i,2,2022-02-15 02:40:21,Perlu diketahui mereka yang vaksin hampir 89% terpaksa karna peraturan bukan karna suka rela.
Arintha permadi,5,2022-02-15 02:39:40,Okeh2
Adim Adim,4,2022-02-15 02:38:19,Up date nya kurang
Heri Kuncoro,4,2022-02-15 02:38:06,"Saya mencari tempat tes antigen dikota saya Tanjungpinang... Sudah masukkan nama provinsi dan kota nya tapi yang keluar masa klinik diternate,kok gk sinkron kota saya dengan kliniknya tapi kalau saya cari tempat tes PCR malah sesuai dengan kota saya... Kenapa bisa begitu...."
Wayan GEN,5,2022-02-15 02:37:37,"Sangat membantu, terimakasih pemerintah, terimakasih presiden jikowidodo sudah perduli kesehatan rakyatnya. Selagi anda bertindak benar u rakyat bodo amat orang nyinyir mau ngomong apa."
Veronica 01,5,2022-02-15 02:36:42,Siipp langsung nyambung
Supiyah Sup,5,2022-02-15 02:36:19,Jos
brayen dollu,5,2022-02-15 02:34:31,Sangat bagus
IRWANTO AJA,5,2022-02-15 02:31:34,kereen
Wawan Setiawan,4,2022-02-15 02:29:45,Ok
nur lia,5,2022-02-15 02:27:32,sangat bagus
Alfaridev zh,5,2022-02-15 02:26:05,Makin bagus👍karna kalo gak keluar bisa diklaim sertifikatnya.good job👍
Refdiamon Latiful,4,2022-02-15 02:24:12,Mantap and responsif.
Andreas Nugroho,1,2022-02-15 02:21:57,Nik saya sudah benar tapi kenapa enggak bisa keluar ? Justru punya mama saya yg keluar .. Mama saya nomer hp jadi satu dengan saya karena mama saya tidak bisa main hp .. Berbagai cara sudah saya coba hasilnya NIHIL 😔 salahnya di mana ? Yang salah ini KOMINFO / KEMENKESnya !
Akhmad Zamroni,5,2022-02-15 02:20:26,Positif
Rus Fratiwy,5,2022-02-15 02:20:26,Good app
Adzra Kalila,5,2022-02-15 02:20:02,Ok
Sri Suyatmi,5,2022-02-15 02:13:16,Ok
Moch Nanang Nazmudin,5,2022-02-15 02:12:30,Pertahankan bagus
Eko AR,5,2022-02-15 02:12:19,Aplikasi ini sangat bermanfaat..
Chery Rumagit,5,2022-02-15 02:10:06,Mengamankan kesehatan kita.😇👍🏼👍🏼🙏🏻
Hanan Maftuhi channel,5,2022-02-15 02:08:53,good bagus simple dan manfaat
Heri Sulaeman,4,2022-02-15 02:08:19,Oke
Muzazim Muzazim,4,2022-02-15 02:07:08,"X,"
Virdania Novita Pradini,3,2022-02-15 02:05:12,"bagus sih biar mempermudah pelacakan vaksin dan aktivitas lainnya tapi saya harap jangan sedikit2 pembaruan, yg trpntg data kita bisa masuk dan bisa diakses. kalo masalah tampilan aplikasi saya rasa sdh mencukupi, dan jgn terlalu sering dirombak, kasian untuk lansia atau orang yg masih awam dgn aplikasi ini. itu saran saya, selebihnya good job and stay safe :)"
Ahmad Rivai,5,2022-02-15 02:03:08,mantap
Yana Lauma,3,2022-02-15 02:02:32,"Kenapa setiap check in selalu tertulis, check in gagal, padahal aplikasi sudah di perbaharui."
Sujana Yana,5,2022-02-15 01:58:12,Mantuuyy
Yohanes revaldi Limbong,2,2022-02-15 01:57:52,Kenapa ya sertifikasi vaksin saya belum muncul padahal sudah 6 bulan lalu saya vaksin yg ke dua dan sampai sekarang belum muncul tolong di perbaiki lagi aplikasi nya agar bisa membantu kami dalam menggunakan aplikasi peduliLindungi
Agung Ardana,5,2022-02-15 01:57:24,Bagus
wanri pasaribu,5,2022-02-15 01:57:08,Mantap
Raffi Bachtiar,5,2022-02-15 01:55:02,Cakep
Alimondo mondo,4,2022-02-15 01:54:18,Bagus
Michael Alwendo Venensius Sianturi,1,2022-02-15 01:53:46,Setelah diupdate malah kosong hasil tes sweb pcrku.
Tamarin Baara,5,2022-02-15 01:53:20,Oke lah buat publik
Irwan Iwet,2,2022-02-15 01:52:38,"Kurang canggih aplikasinya ,, Tolong dev nya suruh update lagi , Kami mau claim sertifikat aja eror terus , harusnya sudah otomatis terdata ke sistem , karena sudah vaksin , ini aplikasi untuk rakyat harusnya lebih efisien lebih di permudah lagi , kasian orang"" yg masih gaptek."
Depi Arisandi,1,2022-02-15 01:51:27,Buruk sekali
maritza rahadyanifasya,5,2022-02-15 01:50:40,👍👍👍👍
Mappatunru Ramli,3,2022-02-15 01:50:12,Biasa
Hery Antoni,5,2022-02-15 01:50:11,Jos apik
Fajar Moettaqin,5,2022-02-15 01:49:22,Good
Raya Rabbani,1,2022-02-15 01:48:57,Sya sdh tes pcr tpi hasil nya tidak ad d peduli lindungi.tlng d perbaiki dong min..
Bahrudin Alexsander,3,2022-02-15 01:47:36,Baik
Akucintaindonesia Indonesia,5,2022-02-15 01:44:20,Good
Cici Mardyan,4,2022-02-15 01:43:58,Bagus
Sony Citra,1,2022-02-15 01:43:34,Hasil antigen bisa hilang dan muncul. Yg terjadi pada 14 feb 2022 jam 22.15 malam masif di 5 orang penumpang kereta di semarang tawang dan NIK ug saya masukan saya jamin benara karena sore sempat muncul tp malam hilang
Dyah Ayu,1,2022-02-15 01:42:05,"Tidak bisa update, kemudian saya uninstall dan kembali untuk menginstall tetapi malah tidak bisa di download ulang"
Yayat Suyatman,5,2022-02-15 01:37:15,"Aplikasi yang sangat bermanfaat dalam edukasi dan pencegahan penularan covid-19 di negeri tercinta ini. Terima kasih para ASN di Kemenkes, Kemkominfo, dan para Nakes. Salam hangat."
Satria Andriawan,2,2022-02-15 01:35:39,Ok
yoga adi,5,2022-02-15 01:35:09,Keren
Triono Triono,5,2022-02-15 01:34:27,ok
ilyas Hasan,5,2022-02-15 01:32:43,Okkkkk
Sabarin Aja04,5,2022-02-15 01:31:48,👍🏻
debora channel,5,2022-02-15 01:29:43,Top
Tjak Mamat,1,2022-02-15 01:27:22,GAJE
Jjungs sitanggangg,5,2022-02-15 01:17:47,Mantap
Lambertus Bramba,4,2022-02-15 01:15:47,"Menu lainnya mana? Untuk bisa mengecek riwayat cek in dan cek out secara detail. Seperti pada aplikasi bri mobile, disitu kan bisa di cek keluar dan masuknya uang. Di aplikasi ini mohon ditambah menu untuk mengecek riwayat cek in dan cek outnya."
Maulana Hasanudin,5,2022-02-15 01:14:54,Ok
Citra Wati,4,2022-02-15 01:14:04,Ok
defayalintang lintang,5,2022-02-15 01:12:13,Sgt membantu
Yanyan Supriatna,5,2022-02-15 01:11:47,Alhamdulillaah dengan adanya aplikasi PeduliLindungi sangat membantu/mempermudah penanganan covid-19 di Kabupaten Sumedang
Fuad Fajrissobah,5,2022-02-15 01:11:37,Berfaedah sekali
Didit setiadi28,5,2022-02-15 01:11:25,Mantap
Fajar Harapan,5,2022-02-15 01:11:04,Informasi yang bagus
Sidrotul Muntaha Salsabiila,5,2022-02-15 01:06:58,Best
Paijo Welehweleh,5,2022-02-15 01:06:06,Luwar biasa
Andreas Simamora,5,2022-02-15 01:04:27,Mantap
Octa Kaliandra,5,2022-02-15 01:03:36,Sangat bermanfaat
Nayla Fakhira,5,2022-02-15 01:03:29,Ok
Nandang Sunarya,5,2022-02-15 01:02:24,Sangat bermanfaat bagi saya
Dudung Kurnia,5,2022-02-15 01:01:35,Bermanfaat
Yohana Bethan,2,2022-02-15 01:01:29,Aplikasi nya lelet
tri sukmawati,2,2022-02-15 00:58:12,Ketidaksesuaian indikator warna status vaksin dengan sertifikat vaksin lengkap yang sudah ada diaplikasi sudah menghubungi 119 dialihkan melalui email dan tidak ada waktu pasti untuk perubahan nya sangat merugikan untuk penggunaan sarana publik selalu ditolak karena status indikator warna yang kuning. Mohon untuk respon cepat terkait hal ini setidaknya ada estimasi waktu yang jelas. Terimakasih.
ade hendriansyah,5,2022-02-15 00:57:59,Good jobest
Chusnul Chotimah,5,2022-02-15 00:56:39,apik
Fahrezza Nurhakim,1,2022-02-15 00:53:58,Saya di rumah tdur tapi ko ada notif check in di tmpat kerja tadi malm jam 2 Sama sekali tidak dapat dimengerti
Diana Hayati,5,2022-02-15 00:53:52,Akurat
Arjuna Astinova,1,2022-02-15 00:53:49,Aplikasi update yg klaim sertifikat vaksin. Tanggal lahir input manual. Masa yg lahir tahun 80an harus geser lama sekali. Yg bikin nggak smart bgt!
Adhi Pagun Sanaki,5,2022-02-15 00:53:27,Sangat. Membantu informasi kesehatan
Deddy Arianto,5,2022-02-15 00:53:25,Memudahkan
Ani Rohayati,1,2022-02-15 00:53:07,Heh
Sanny Aprilia Setiawan,5,2022-02-15 00:51:14,Sangat baik
aceng sudiyana,5,2022-02-15 00:48:50,👍👍👍👍👍
Batute 88,5,2022-02-15 00:45:16,good
Ainul Awaludinbvv,5,2022-02-15 00:42:54,Gogo
Ade Darmawan,5,2022-02-15 00:38:18,"Lumayan, not bad. Now semakin gampang scannya dan makin ringan jalannya"
Ningsih Sih,5,2022-02-15 00:37:11,Serti fikat belum muncul
zulkarnain Zulkarnain,5,2022-02-15 00:36:50,Sangat beanfaat apk ini buat semua orang
muhammad makhrus,5,2022-02-15 00:31:41,Aplikasinya bagus banget
Udin Pertamina,5,2022-02-15 00:31:35,"Baik utk kita semua, jaga kesehatan beraama"
ajeng,2,2022-02-15 00:29:46,parah dah suruh update mulu.. ngabisin memori hp.
Baba Noenk,5,2022-02-15 00:29:09,Great
Mutaqin Taqin,5,2022-02-15 00:27:35,Oke
Yateno,1,2022-02-15 00:25:04,Aplikasi sangat buruk
PT. MULANI BONA HARTO,5,2022-02-15 00:24:52,Mantap
Andi Andriyani,5,2022-02-15 00:24:22,Oke
Nining EndangMulyaningsih,5,2022-02-15 00:21:58,Good
Darwis Busnah,2,2022-02-15 00:21:02,Pelayanan Cetakkan Kartu tidak 24 jam Tidak bisa diperbaharui/update
Retno Ayu Septianti,5,2022-02-15 00:20:59,Ok
Kharisma Septiani,5,2022-02-15 00:20:08,Sangat bermanfaat
Hartono Pelaut,5,2022-02-15 00:19:21,Lebih bagus
Budya TK,5,2022-02-15 00:18:26,Sangat membantu
Adzan Ehac,1,2022-02-15 00:17:59,"Saya Tes PCR di Salah satu RS yang terdaftar di Kemenkes (RS Elizabeth Situbondo) tgl 06-02-2022 dan Hasilnya positif, lalu Seminggu kemudian Tepatnya Tgl 13-02-2022 saya TES PCR yang kedua di RS yang sama hasilnya sudah Negatif . Yang jadi Masalah Sampai Hari Ini 15-02-2022 di Aplikasi Peduli Lindungi ini yang Terupdate Hasil PCR yang masih positif tgl 06-02-2022 padahal Saya tes PCR Terakhir Tgl 13-02-2022 belum di Update lagi Hasilnya , Sudah 3 hari tapi belum di Update juga. Berbenah lah !!!"
Parulian Siagian,5,2022-02-15 00:15:37,👍👍👍👍👍
Sawo Pp,5,2022-02-15 00:15:25,👍👍👍
Siti Hilmi Adawiyah,5,2022-02-15 00:11:38,Halo admin. Ini gimana ya mau masuk ke akun aku yg sudah keluar karena nmr telpon untuk verifikasi nya sudah tidak digunakan. Tolong adminn pencerahan nya ini urgent bangett
Anggik Irawanto,5,2022-02-15 00:07:08,Ok
Minnie Rose,5,2022-02-15 00:06:37,Bagus
Ge karya nusa,5,2022-02-15 00:06:37,Ok
Adnan Nan,5,2022-02-15 00:04:26,Ok
Ferry Alfantio,1,2022-02-15 00:04:16,Sangat tidak baik
Suratman Ratman,5,2022-02-15 00:04:11,Super sekali
Nurul Istikharoh,1,2022-02-15 00:01:20,"Apaaan ini, mau cekin ga bisa terus.. dibilang belum vaksin orang sertifikatnya juga ada.. ngada2 Yang bener dong, minta nya diupdate mulu, tapi ngadat terus"
fachri agung,1,2022-02-15 00:00:00,Masa status hijau tiba tiba jadi hitam.aneh sekali
Ibnu Alfian,4,2022-02-14 23:59:25,Good
Triwantaufut taufut,5,2022-02-14 23:59:12,Mantap
ahmad charis,5,2022-02-14 23:54:28,Sangat membantu... cuma sayang pas mau ngisi tahun kelahiran ribet banget
alstonio abyan,3,2022-02-14 23:54:08,🗿🗿🗿🗿🗿🗿
Ucok Safari,4,2022-02-14 23:53:34,Good
Ayi Japar,3,2022-02-14 23:51:55,Bagus buat control
Vita Erika,1,2022-02-14 23:47:44,Aplikasi tambah jelek mau cek in gk bisa scan habis diperbaharui mlah gk bisa scan hadehhh ditingkatkan donggg soalnya kl kerja harus cek in kl kayak gini ya susah tiap hari harus lapor
Suwarno Warno,2,2022-02-14 23:45:50,Blom bisa pake
Ichae Adhilah,5,2022-02-14 23:45:50,okeeee
Benny Tinambunan,5,2022-02-14 23:45:24,Ok
Muhammad Arifin,5,2022-02-14 23:40:34,Mudah dan cepat
Yerusei Karmbau,5,2022-02-14 23:36:57,Sertifikat vaksin
Kodrat Triwaspodo,1,2022-02-14 23:35:02,Apli kasi sangat merepotkan buat cek ut susah sekali mau cek ut malah hasilnya cek in😢
Vecky Ambennu,5,2022-02-14 23:32:57,Luar biasa
Agung 6000,5,2022-02-14 23:32:31,Uang perlu tapi sehat itu pasti lebih penting
Muhammad Rohman,5,2022-02-14 23:31:16,Mantap dan membantu
firda zaharani,1,2022-02-14 23:30:45,"Gimana sih ini aplikasi , makin di update bukannya tambah bagus aplikasinya , malah makin di update aplikasi nya ngga bisa dibuka Sam sekali , ""APLIKASI INI TELAH BERHENTI"""
Amat Amatdicky,5,2022-02-14 23:29:01,Ok
Threvia Syavira,1,2022-02-14 23:28:16,Applikasi penting tp tdk canggih...ribet bertele2...mmng sih bnr untuk menjaga privasi tp terlalu berbelit.g cocok kl lg banyk kerjaan/buru2 cek 👎👎👎
Mulyati Syafa,1,2022-02-14 23:22:37,"Lhah habis di update plah g bisa dibuka aplikasine... Pye to iki,,,, pdahal setiap mau msuk tempat kerja mesti scan dulu.... Buruk banget sih"
Mualim Alim,5,2022-02-14 23:18:38,Ok wes
Kim2 193,1,2022-02-14 23:15:25,Mantap
Bukhori Hori,1,2022-02-14 23:15:01,Eaxd d sazxxaz
rahman sadikin,5,2022-02-14 23:10:51,Good application
zenicha nobelta,5,2022-02-14 23:08:06,Waw
Khasful Anwar,5,2022-02-14 23:06:51,Shiiip
Yayat Suyatna,4,2022-02-14 23:01:30,Knp saya tdk bisa melacak Sertifikat Vaksin saya..sdh 2 x vaksin...
Manuturi Sibarani,5,2022-02-14 22:57:08,Bermanfaat.
Basuki Agus,5,2022-02-14 22:56:36,Apk nya bagus banget ☺️☺️....banyak membantu ku😇😇 ....untuk kalian yg ga bisa...jangan salahkan aplikasi nya.
Sylviera F.,5,2022-02-14 22:46:38,"Bagus, sangat bermanfaat untuk masyarakat Indonesia. Apalagi sekarang dimana-mana sering dimintai scan code, terutama di tempat besar 👍👍"
Moh Sjaifuddin,1,2022-02-14 22:45:36,"Tangal 6 antigen, hasilnya keluar di sini. Setelah 3 hari, hasil ny hilang. Kemudian tgl 10 test pcr,di cek keluar di peduli lindungi malah hasil test antigen tgl 06. Yang input laporan ny gmn sih 🤦🤦🤦"
lipuah rudianto,5,2022-02-14 22:41:40,Baik
Alex Mahendra Moeis,2,2022-02-14 22:38:47,"Aplikasi lelet, response lambat, tidak update segera"
Samsul Arifin,2,2022-02-14 22:38:25,Data tdk lengkap
fi 27,1,2022-02-14 22:29:44,"Aplikasi payah Hape ditaro dirumah ditinggal tidur tau2 cek in di temapt kerja,,,"
Dedy subianto,5,2022-02-14 22:29:34,11 / 02 /22 Ubdete deui wae ah Semoga lebih baik lagi
Mira Shabrina,1,2022-02-14 22:28:27,Kurang cerdas bikin apk jd suka ngacak.
Erland Cahyo S,4,2022-02-14 22:26:19,Bagus
wawan adhi,1,2022-02-14 22:26:12,Jlk
Ida Yadi,5,2022-02-14 22:25:05,Sangat bermanfaat di berbagai keperluan/kepentingan
Hannah Permata,3,2022-02-14 22:23:56,Hasil tes & vaksin terakhir saya tidak muncul di aplikasi peduli lindungi
vayla qamitha qanata,5,2022-02-14 22:18:03,Ok
Fatimah Indahikbal,3,2022-02-14 21:52:19,Terima kasih .
aci gaming,4,2022-02-14 21:39:04,bagus dan mudah digunakan
ougi lovepedia,5,2022-02-14 21:37:37,Semoga cepet beres Yah pademi aamiin
Albina Gunarso,5,2022-02-14 21:27:03,Bagus dan aman utk kesehatan qta semua 👍
Muhammad Samsul hadi,5,2022-02-14 21:13:01,Mudahkan kita kepergian
Target bidik,5,2022-02-14 20:59:14,Praktis dan sangat berguna
Angelly Rampengan,5,2022-02-14 20:55:28,Sangatbaik
Rahmat canel,5,2022-02-14 20:37:12,Mantap👍👍
allia wiratama,1,2022-02-14 20:23:58,"Aneh pas cek aplikasi ko bs ya data vaksin org lain bs nyasar ke akun aku,pertama login cuma data vaksin aku aja. Kemaren² malah nmbah data org lain pke nomer aku gtu,pdhl aku cuma dftrin buat sndri aja"
Sinsyin Tarisin,3,2022-02-14 19:57:33,Terlalu sering update.....
Khavia Zainaya,1,2022-02-14 19:32:33,Aplikasi menyusahkan masuk mall harus pake aplikasi ente udah tau ojol 80% udah di vaksin n security mall emang udah di vaksin semua iya pasti juga 50% ada yg di vaksin sama kaga di vaksin tp dia bisa bekerja..bos untung ente udah besar dari app..
Fadly Comet,5,2022-02-14 19:29:29,Ok
Supriadi Sihotang,5,2022-02-14 18:24:27,Saya yes
suseno asnah,5,2022-02-14 18:01:56,Tetap waspada dan ta'at pada aturan
Norhasa Nah,5,2022-02-14 18:00:39,Baik
Sunoto Sunoto,4,2022-02-14 17:53:37,Oke..
Zul Helmi,1,2022-02-14 17:46:31,Update terus.....
Yudi Ruyadi,5,2022-02-14 17:35:52,Ok
Maman Maman,5,2022-02-14 17:29:43,Cukup membantu
Dwi Wahyudiono,5,2022-02-14 17:28:28,Sangat cepat dan akurat
Muhammad Syarif,1,2022-02-14 17:20:43,"Buruk sekali , klaim sertifikat erorr mulu"
Nanda Ismianto,1,2022-02-14 17:11:13,Ini kenapa riwayat vaksin + sertifikat vaksin saya yg dosis 1 + 2 kok hilang. Justru di sebutkan bahwa saya belum vaksin?
Djoko Suharto,5,2022-02-14 17:06:51,Ok
devano 1977,1,2022-02-14 16:58:03,"Mohon diperbaiki untuk sistem input di wilayah2, sebab banyak sudah vaksin ke dua kali malah masuk cuma 1 kali, mohon diperbaiki inputnya jangan hanya mengejar angka angka capaian vaksin tapi banyak keteledoran, masyarakat akhirnya dirugikan."
Roelly Humdiana,5,2022-02-14 16:54:51,Ok good health
::BR:: :BONGKAR RAHASIA:,1,2022-02-14 16:52:06,kenapa apknya ketiaksaya klik malah macet. ? ga bisa masuk lagii
MU- tea,1,2022-02-14 16:45:17,"Baru saja saya update aplikasi nya, tetapi kenapa semua riwayat hasil test PCR dan antigen saya jadi hilang"
Supri Yadi,5,2022-02-14 16:43:45,Sangat membantu
safira el sarrah fachrudin,1,2022-02-14 16:39:17,"Burukk!!!! Saya udah tes antigen terbaru dengan hasil negatif, sekejap mata berubah jadi hasil tes yang udah lama, gimana sihhhh, status kesehatan saya jadi item tau gak?!! Kan saya udah negatif!!!!"
Dari Anto,5,2022-02-14 16:35:01,Sanggat membantu
Ferry Subagiya,5,2022-02-14 16:34:04,Bagus
aghunk styaone,5,2022-02-14 16:26:02,Berguna sekali
Siti Rachmawati,2,2022-02-14 16:18:52,Lemot capak tunggu tgl kelahiran th 62 Sampai hang hp ku
Sondi Putra 766Hi,4,2022-02-14 16:16:24,Terimakasih ya..
misbah al syarief,1,2022-02-14 16:15:00,Bukti vaksin ke 3 blom keluar
Agustina Guska,5,2022-02-14 16:11:48,Terimakasih untuk semua
Tjun Sen,5,2022-02-14 16:10:52,Mantap banyak manfaatnya
Teh Aul,5,2022-02-14 16:09:05,Ok
Tanjung Madesa,5,2022-02-14 16:08:32,Sangat bermanfaat
Susanto Anto,5,2022-02-14 16:08:03,Yaman
Rohmat Rmt tgr2,5,2022-02-14 16:01:06,Mantaup
Heri Kurniawan,5,2022-02-14 15:54:56,Mantap sngat membntu
Bos Slamet,5,2022-02-14 15:53:50,Luar Biasa
oni Sahroni,5,2022-02-14 15:51:33,Ok
nova okta supriatna,1,2022-02-14 15:49:25,"Butut, ga guna"
Her Yanto,5,2022-02-14 15:44:15,Karena sangat mebantu untuk pengecekan suatu sistem kesehatan
Ndiyy,1,2022-02-14 15:38:51,kurang canggih
boyong kurniawati,5,2022-02-14 15:22:19,Sangat menolong dan informatif
Arifin Luqman,5,2022-02-14 15:21:33,Canggih
Muhammad Irfan,5,2022-02-14 15:21:33,Gak ada kendala tentang aplikasi ini
Al dafi putra Pratama,5,2022-02-14 15:19:44,Mantap
Namora Starlight Academy,5,2022-02-14 15:18:11,oke paksin
muchlas rowi,1,2022-02-14 15:15:40,Aplikasi ini sdh gak update tentang hasil pcr
Wahyu Coker,5,2022-02-14 15:14:58,Mantab
Toing7777 Iing,5,2022-02-14 15:13:07,Mantap
RONNY ASSA,5,2022-02-14 15:12:53,"Mantap,,,,,,,,"
Neles Lado,1,2022-02-14 15:12:34,Coba perbaharui kalendernya....warga yg lahir tahun 1990 ke bawah capai geser2 kalender... ini aplikasi paling BURUK
Ernik Yustiana,5,2022-02-14 15:10:55,Mudah digunakan 👍😃
Chandra Milansyah,5,2022-02-14 15:10:23,Top
Her Man,1,2022-02-14 15:10:16,Coba2
Imen Kall,5,2022-02-14 15:09:44,Ok
Meta Karina,5,2022-02-14 15:09:17,baik
Nasrullah Nurdin,3,2022-02-14 15:06:12,Ok.
Luluk Novi,5,2022-02-14 15:02:14,Ok banget
Bekoyok Medan,1,2022-02-14 14:57:26,Tanggal lahir nenek saya terlalu jauh untuk mengklaim di akun ini... Kenapa harus melewati tgl dari awal hingga sampai ke tanggal 40an sakit kali ku lihat anjyyy
AZON RAPPZ,1,2022-02-14 14:52:50,"Mohon untuk tanggal lahir jangan dibuat begitu,apa salahnya isi sendiri,dibikin susah saja buat begitu...sebagai anak IT saya kurang setuju"
jumingan jumi,4,2022-02-14 14:46:26,Sudah vaksin ke 3 masih juga ada yg terkapar Covid-19 gemana kalo gak vaksin ?
tina suharmanto,1,2022-02-14 14:45:52,Tes antingen sy ngga bisa masuk ke app peduli lindungi padahal tempat sy tes antingen sudah ngelink ke app peduli lindungi dan sudah sukses notifikasi nya setelah dilakukan pengisian data.
Nano Suratno,5,2022-02-14 14:43:31,Tolong di perbaiki
Ismail Mail,5,2022-02-14 14:41:04,Oke
Ricky & Sucie,5,2022-02-14 14:36:32,Sangat bagus dan bermampaat
dina tan,3,2022-02-14 14:33:43,No ktp harusnya tidak terpampang bebas
Rudy Mardianto,5,2022-02-14 14:33:14,Oke
Karin kiyowo,5,2022-02-14 14:30:53,"Ini aplikasi bobrok bgt ya kak, tahun sama tgl lahir ga bisa di setting buat klaim sertifikatnya, mempersulit bgt padahal aplikasinya penting buat semua orang!"
Adhinanto Cahyono,1,2022-02-14 14:30:30,"Msh tetep Hitam mpe skrg (positip 1 Feb), walo uda negativ 11 Feb PCR. Bintang satu lagi aaaaah.. 🤣"
M.idrus Idrus,5,2022-02-14 14:28:13,Mabtap
Realme C21Y,5,2022-02-14 14:28:04,Keren
Mushonnif Nif,5,2022-02-14 14:27:14,Bagusssss
Juju Juariah,5,2022-02-14 14:24:24,saya sudah divaksin 3 kali alhamdulillah sehat terima kasih peduli lindungi
irgi Ode,5,2022-02-14 14:18:22,👌
Dhika Peu,5,2022-02-14 14:16:20,Sudah Good
kustiawan awan,5,2022-02-14 14:11:26,mantap x
Rizki Isti,5,2022-02-14 14:08:32,Peduli.lindung. Untuk.data.faksin.sinofak.
Novalina Isa,5,2022-02-14 14:06:13,good
zari Zhari,1,2022-02-14 14:05:08,masalah mengatur tanggal nya bikin kesel😡
Harry Suhardiman,4,2022-02-14 14:05:01,Cukup pake no nik saja apakah sudah vaksin tidaknya. Kalo mengingat tanggal vaksin suka lupa
Sartono Bege,5,2022-02-14 14:04:23,Ngikut aja bos
Aktor Muda,5,2022-02-14 14:03:15,Mantap
ENAL Bruis,5,2022-02-14 14:01:34,Kapan riwayat vaksin saya akan tertera di aplikasi peduli lindungi. Kan sudah 6 bulan berjalan
sugih sanjaya,1,2022-02-14 13:59:31,Aplikasi ancur.... sertifikat vaksin K 2 saya belum keluar luar.....asu..
Eko Hariono,5,2022-02-14 13:58:20,Alhamdullilah SAE🙏🙏
Muhamad Buchori,5,2022-02-14 13:57:40,Good
Fecky Mentu,4,2022-02-14 13:57:33,👍
Frisca Rasya,1,2022-02-14 13:57:18,Saya sudah pernah daftar di peduli lindungi dan nama saya sudah ada di saat saya update kenapa data saya hilang mau scan barcode dsuruh masukin data tapi tidak bisa2 data salah padahal saya udah bener2 masukinnya ! Tolong lah aplikasi ini jangan makin mempersulit saya mau daftar vaksin yg ke tiga jd susah jg!!
